pattern	replacement	feature	sentiment
 (nicht|nichts|kein|keine|keinen) verheißungsvollste 	 NOT_verheißungsvollste 	 NOT_verheißungsvollste 	-1
 (nicht|nichts|kein|keine|keinen) verheißungsvollstem 	 NOT_verheißungsvollstem 	 NOT_verheißungsvollstem 	-1
 (nicht|nichts|kein|keine|keinen) verheißungsvollsten 	 NOT_verheißungsvollsten 	 NOT_verheißungsvollsten 	-1
 (nicht|nichts|kein|keine|keinen) verheißungsvollster 	 NOT_verheißungsvollster 	 NOT_verheißungsvollster 	-1
 (nicht|nichts|kein|keine|keinen) verheißungsvollstes 	 NOT_verheißungsvollstes 	 NOT_verheißungsvollstes 	-1
 (nicht|nichts|kein|keine|keinen) verherrlich 	 NOT_verherrlich 	 NOT_verherrlich 	1
 (nicht|nichts|kein|keine|keinen) verherrliche 	 NOT_verherrliche 	 NOT_verherrliche 	1
 (nicht|nichts|kein|keine|keinen) verherrlichen 	 NOT_verherrlichen 	 NOT_verherrlichen 	1
 (nicht|nichts|kein|keine|keinen) verherrlichest 	 NOT_verherrlichest 	 NOT_verherrlichest 	1
 (nicht|nichts|kein|keine|keinen) verherrlichet 	 NOT_verherrlichet 	 NOT_verherrlichet 	1
 (nicht|nichts|kein|keine|keinen) verherrlichst 	 NOT_verherrlichst 	 NOT_verherrlichst 	1
 (nicht|nichts|kein|keine|keinen) verherrlicht 	 NOT_verherrlicht 	 NOT_verherrlicht 	1
 (nicht|nichts|kein|keine|keinen) verherrlichte 	 NOT_verherrlichte 	 NOT_verherrlichte 	1
 (nicht|nichts|kein|keine|keinen) verherrlichten 	 NOT_verherrlichten 	 NOT_verherrlichten 	1
 (nicht|nichts|kein|keine|keinen) verherrlichtest 	 NOT_verherrlichtest 	 NOT_verherrlichtest 	1
 (nicht|nichts|kein|keine|keinen) verherrlichtet 	 NOT_verherrlichtet 	 NOT_verherrlichtet 	1
 (nicht|nichts|kein|keine|keinen) verherrlichung 	 NOT_verherrlichung 	 NOT_verherrlichung 	1
 (nicht|nichts|kein|keine|keinen) verhieb 	 NOT_verhieb 	 NOT_verhieb 	1
 (nicht|nichts|kein|keine|keinen) verhöhn 	 NOT_verhöhn 	 NOT_verhöhn 	1
 (nicht|nichts|kein|keine|keinen) verhöhne 	 NOT_verhöhne 	 NOT_verhöhne 	1
 (nicht|nichts|kein|keine|keinen) verhöhnen 	 NOT_verhöhnen 	 NOT_verhöhnen 	1
 (nicht|nichts|kein|keine|keinen) verhöhnest 	 NOT_verhöhnest 	 NOT_verhöhnest 	1
 (nicht|nichts|kein|keine|keinen) verhöhnet 	 NOT_verhöhnet 	 NOT_verhöhnet 	1
 (nicht|nichts|kein|keine|keinen) verhöhnst 	 NOT_verhöhnst 	 NOT_verhöhnst 	1
 (nicht|nichts|kein|keine|keinen) verhöhnt 	 NOT_verhöhnt 	 NOT_verhöhnt 	1
 (nicht|nichts|kein|keine|keinen) verhöhnte 	 NOT_verhöhnte 	 NOT_verhöhnte 	1
 (nicht|nichts|kein|keine|keinen) verhöhnten 	 NOT_verhöhnten 	 NOT_verhöhnten 	1
 (nicht|nichts|kein|keine|keinen) verhöhntest 	 NOT_verhöhntest 	 NOT_verhöhntest 	1
 (nicht|nichts|kein|keine|keinen) verhöhntet 	 NOT_verhöhntet 	 NOT_verhöhntet 	1
 (nicht|nichts|kein|keine|keinen) verhöhnung 	 NOT_verhöhnung 	 NOT_verhöhnung 	1
 (nicht|nichts|kein|keine|keinen) verhungert 	 NOT_verhungert 	 NOT_verhungert 	1
 (nicht|nichts|kein|keine|keinen) verhunzung 	 NOT_verhunzung 	 NOT_verhunzung 	1
 (nicht|nichts|kein|keine|keinen) verirr 	 NOT_verirr 	 NOT_verirr 	1
 (nicht|nichts|kein|keine|keinen) verirre 	 NOT_verirre 	 NOT_verirre 	1
 (nicht|nichts|kein|keine|keinen) verirren 	 NOT_verirren 	 NOT_verirren 	1
 (nicht|nichts|kein|keine|keinen) verirrest 	 NOT_verirrest 	 NOT_verirrest 	1
 (nicht|nichts|kein|keine|keinen) verirret 	 NOT_verirret 	 NOT_verirret 	1
 (nicht|nichts|kein|keine|keinen) verirrst 	 NOT_verirrst 	 NOT_verirrst 	1
 (nicht|nichts|kein|keine|keinen) verirrt 	 NOT_verirrt 	 NOT_verirrt 	1
 (nicht|nichts|kein|keine|keinen) verirrte 	 NOT_verirrte 	 NOT_verirrte 	1
 (nicht|nichts|kein|keine|keinen) verirrten 	 NOT_verirrten 	 NOT_verirrten 	1
 (nicht|nichts|kein|keine|keinen) verirrtest 	 NOT_verirrtest 	 NOT_verirrtest 	1
 (nicht|nichts|kein|keine|keinen) verirrtet 	 NOT_verirrtet 	 NOT_verirrtet 	1
 (nicht|nichts|kein|keine|keinen) veritabel 	 NOT_veritabel 	 NOT_veritabel 	-1
 (nicht|nichts|kein|keine|keinen) veritabelst 	 NOT_veritabelst 	 NOT_veritabelst 	-1
 (nicht|nichts|kein|keine|keinen) veritabelste 	 NOT_veritabelste 	 NOT_veritabelste 	-1
 (nicht|nichts|kein|keine|keinen) veritabelstem 	 NOT_veritabelstem 	 NOT_veritabelstem 	-1
 (nicht|nichts|kein|keine|keinen) veritabelsten 	 NOT_veritabelsten 	 NOT_veritabelsten 	-1
 (nicht|nichts|kein|keine|keinen) veritabelster 	 NOT_veritabelster 	 NOT_veritabelster 	-1
 (nicht|nichts|kein|keine|keinen) veritabelstes 	 NOT_veritabelstes 	 NOT_veritabelstes 	-1
 (nicht|nichts|kein|keine|keinen) veritable 	 NOT_veritable 	 NOT_veritable 	-1
 (nicht|nichts|kein|keine|keinen) veritablem 	 NOT_veritablem 	 NOT_veritablem 	-1
 (nicht|nichts|kein|keine|keinen) veritablen 	 NOT_veritablen 	 NOT_veritablen 	-1
 (nicht|nichts|kein|keine|keinen) veritabler 	 NOT_veritabler 	 NOT_veritabler 	-1
 (nicht|nichts|kein|keine|keinen) veritablere 	 NOT_veritablere 	 NOT_veritablere 	-1
 (nicht|nichts|kein|keine|keinen) veritablerem 	 NOT_veritablerem 	 NOT_veritablerem 	-1
 (nicht|nichts|kein|keine|keinen) veritableren 	 NOT_veritableren 	 NOT_veritableren 	-1
 (nicht|nichts|kein|keine|keinen) veritablerer 	 NOT_veritablerer 	 NOT_veritablerer 	-1
 (nicht|nichts|kein|keine|keinen) veritableres 	 NOT_veritableres 	 NOT_veritableres 	-1
 (nicht|nichts|kein|keine|keinen) veritables 	 NOT_veritables 	 NOT_veritables 	-1
 (nicht|nichts|kein|keine|keinen) verkehrsreich 	 NOT_verkehrsreich 	 NOT_verkehrsreich 	1
 (nicht|nichts|kein|keine|keinen) verkehrswidrig 	 NOT_verkehrswidrig 	 NOT_verkehrswidrig 	1
 (nicht|nichts|kein|keine|keinen) verkehrswidrige 	 NOT_verkehrswidrige 	 NOT_verkehrswidrige 	1
 (nicht|nichts|kein|keine|keinen) verkehrswidrigem 	 NOT_verkehrswidrigem 	 NOT_verkehrswidrigem 	1
 (nicht|nichts|kein|keine|keinen) verkehrswidrigen 	 NOT_verkehrswidrigen 	 NOT_verkehrswidrigen 	1
 (nicht|nichts|kein|keine|keinen) verkehrswidriger 	 NOT_verkehrswidriger 	 NOT_verkehrswidriger 	1
 (nicht|nichts|kein|keine|keinen) verkehrswidrigere 	 NOT_verkehrswidrigere 	 NOT_verkehrswidrigere 	1
 (nicht|nichts|kein|keine|keinen) verkehrswidrigerem 	 NOT_verkehrswidrigerem 	 NOT_verkehrswidrigerem 	1
 (nicht|nichts|kein|keine|keinen) verkehrswidrigeren 	 NOT_verkehrswidrigeren 	 NOT_verkehrswidrigeren 	1
 (nicht|nichts|kein|keine|keinen) verkehrswidrigerer 	 NOT_verkehrswidrigerer 	 NOT_verkehrswidrigerer 	1
 (nicht|nichts|kein|keine|keinen) verkehrswidrigeres 	 NOT_verkehrswidrigeres 	 NOT_verkehrswidrigeres 	1
 (nicht|nichts|kein|keine|keinen) verkehrswidriges 	 NOT_verkehrswidriges 	 NOT_verkehrswidriges 	1
 (nicht|nichts|kein|keine|keinen) verkehrswidrigst 	 NOT_verkehrswidrigst 	 NOT_verkehrswidrigst 	1
 (nicht|nichts|kein|keine|keinen) verkehrswidrigste 	 NOT_verkehrswidrigste 	 NOT_verkehrswidrigste 	1
 (nicht|nichts|kein|keine|keinen) verkehrswidrigstem 	 NOT_verkehrswidrigstem 	 NOT_verkehrswidrigstem 	1
 (nicht|nichts|kein|keine|keinen) verkehrswidrigsten 	 NOT_verkehrswidrigsten 	 NOT_verkehrswidrigsten 	1
 (nicht|nichts|kein|keine|keinen) verkehrswidrigster 	 NOT_verkehrswidrigster 	 NOT_verkehrswidrigster 	1
 (nicht|nichts|kein|keine|keinen) verkehrswidrigstes 	 NOT_verkehrswidrigstes 	 NOT_verkehrswidrigstes 	1
 (nicht|nichts|kein|keine|keinen) verkehrt 	 NOT_verkehrt 	 NOT_verkehrt 	1
 (nicht|nichts|kein|keine|keinen) verkleiner 	 NOT_verkleiner 	 NOT_verkleiner 	1
 (nicht|nichts|kein|keine|keinen) verkleinere 	 NOT_verkleinere 	 NOT_verkleinere 	1
 (nicht|nichts|kein|keine|keinen) verkleineren 	 NOT_verkleineren 	 NOT_verkleineren 	1
 (nicht|nichts|kein|keine|keinen) verkleinern 	 NOT_verkleinern 	 NOT_verkleinern 	1
 (nicht|nichts|kein|keine|keinen) verkleinerst 	 NOT_verkleinerst 	 NOT_verkleinerst 	1
 (nicht|nichts|kein|keine|keinen) verkleinert 	 NOT_verkleinert 	 NOT_verkleinert 	1
 (nicht|nichts|kein|keine|keinen) verkleinerte 	 NOT_verkleinerte 	 NOT_verkleinerte 	1
 (nicht|nichts|kein|keine|keinen) verkleinerten 	 NOT_verkleinerten 	 NOT_verkleinerten 	1
 (nicht|nichts|kein|keine|keinen) verkleinertest 	 NOT_verkleinertest 	 NOT_verkleinertest 	1
 (nicht|nichts|kein|keine|keinen) verkleinertet 	 NOT_verkleinertet 	 NOT_verkleinertet 	1
 (nicht|nichts|kein|keine|keinen) verkleinerung 	 NOT_verkleinerung 	 NOT_verkleinerung 	1
 (nicht|nichts|kein|keine|keinen) verkleinerungen 	 NOT_verkleinerungen 	 NOT_verkleinerungen 	1
 (nicht|nichts|kein|keine|keinen) verknappung 	 NOT_verknappung 	 NOT_verknappung 	1
 (nicht|nichts|kein|keine|keinen) verkrumpeln 	 NOT_verkrumpeln 	 NOT_verkrumpeln 	1
 (nicht|nichts|kein|keine|keinen) verkrüppeln 	 NOT_verkrüppeln 	 NOT_verkrüppeln 	1
 (nicht|nichts|kein|keine|keinen) verkrüppelt 	 NOT_verkrüppelt 	 NOT_verkrüppelt 	1
 (nicht|nichts|kein|keine|keinen) verkrüppelte 	 NOT_verkrüppelte 	 NOT_verkrüppelte 	1
 (nicht|nichts|kein|keine|keinen) verkümmerung 	 NOT_verkümmerung 	 NOT_verkümmerung 	1
 (nicht|nichts|kein|keine|keinen) verlagert 	 NOT_verlagert 	 NOT_verlagert 	1
 (nicht|nichts|kein|keine|keinen) verlangsam 	 NOT_verlangsam 	 NOT_verlangsam 	1
 (nicht|nichts|kein|keine|keinen) verlangsame 	 NOT_verlangsame 	 NOT_verlangsame 	1
 (nicht|nichts|kein|keine|keinen) verlangsamen 	 NOT_verlangsamen 	 NOT_verlangsamen 	1
 (nicht|nichts|kein|keine|keinen) verlangsamest 	 NOT_verlangsamest 	 NOT_verlangsamest 	1
 (nicht|nichts|kein|keine|keinen) verlangsamet 	 NOT_verlangsamet 	 NOT_verlangsamet 	1
 (nicht|nichts|kein|keine|keinen) verlangsamst 	 NOT_verlangsamst 	 NOT_verlangsamst 	1
 (nicht|nichts|kein|keine|keinen) verlangsamt 	 NOT_verlangsamt 	 NOT_verlangsamt 	1
 (nicht|nichts|kein|keine|keinen) verlangsamte 	 NOT_verlangsamte 	 NOT_verlangsamte 	1
 (nicht|nichts|kein|keine|keinen) verlangsamten 	 NOT_verlangsamten 	 NOT_verlangsamten 	1
 (nicht|nichts|kein|keine|keinen) verlangsamtest 	 NOT_verlangsamtest 	 NOT_verlangsamtest 	1
 (nicht|nichts|kein|keine|keinen) verlangsamtet 	 NOT_verlangsamtet 	 NOT_verlangsamtet 	1
 (nicht|nichts|kein|keine|keinen) verlangsamung 	 NOT_verlangsamung 	 NOT_verlangsamung 	1
 (nicht|nichts|kein|keine|keinen) verlangsamungen 	 NOT_verlangsamungen 	 NOT_verlangsamungen 	1
 (nicht|nichts|kein|keine|keinen) verlassen 	 NOT_verlassen 	 NOT_verlassen 	1
 (nicht|nichts|kein|keine|keinen) verlassenheit 	 NOT_verlassenheit 	 NOT_verlassenheit 	1
 (nicht|nichts|kein|keine|keinen) verlässlich 	 NOT_verlässlich 	 NOT_verlässlich 	-1
 (nicht|nichts|kein|keine|keinen) verlegen 	 NOT_verlegen 	 NOT_verlegen 	1
 (nicht|nichts|kein|keine|keinen) verlegenheit 	 NOT_verlegenheit 	 NOT_verlegenheit 	1
 (nicht|nichts|kein|keine|keinen) verleitend 	 NOT_verleitend 	 NOT_verleitend 	-1
 (nicht|nichts|kein|keine|keinen) verleitung 	 NOT_verleitung 	 NOT_verleitung 	1
 (nicht|nichts|kein|keine|keinen) verletz 	 NOT_verletz 	 NOT_verletz 	1
 (nicht|nichts|kein|keine|keinen) verletzbar 	 NOT_verletzbar 	 NOT_verletzbar 	1
 (nicht|nichts|kein|keine|keinen) verletzbare 	 NOT_verletzbare 	 NOT_verletzbare 	1
 (nicht|nichts|kein|keine|keinen) verletzbarem 	 NOT_verletzbarem 	 NOT_verletzbarem 	1
 (nicht|nichts|kein|keine|keinen) verletzbaren 	 NOT_verletzbaren 	 NOT_verletzbaren 	1
 (nicht|nichts|kein|keine|keinen) verletzbarer 	 NOT_verletzbarer 	 NOT_verletzbarer 	1
 (nicht|nichts|kein|keine|keinen) verletzbarere 	 NOT_verletzbarere 	 NOT_verletzbarere 	1
 (nicht|nichts|kein|keine|keinen) verletzbarerem 	 NOT_verletzbarerem 	 NOT_verletzbarerem 	1
 (nicht|nichts|kein|keine|keinen) verletzbareren 	 NOT_verletzbareren 	 NOT_verletzbareren 	1
 (nicht|nichts|kein|keine|keinen) verletzbarerer 	 NOT_verletzbarerer 	 NOT_verletzbarerer 	1
 (nicht|nichts|kein|keine|keinen) verletzbareres 	 NOT_verletzbareres 	 NOT_verletzbareres 	1
 (nicht|nichts|kein|keine|keinen) verletzbares 	 NOT_verletzbares 	 NOT_verletzbares 	1
 (nicht|nichts|kein|keine|keinen) verletzbarst 	 NOT_verletzbarst 	 NOT_verletzbarst 	1
 (nicht|nichts|kein|keine|keinen) verletzbarste 	 NOT_verletzbarste 	 NOT_verletzbarste 	1
 (nicht|nichts|kein|keine|keinen) verletzbarstem 	 NOT_verletzbarstem 	 NOT_verletzbarstem 	1
 (nicht|nichts|kein|keine|keinen) verletzbarsten 	 NOT_verletzbarsten 	 NOT_verletzbarsten 	1
 (nicht|nichts|kein|keine|keinen) verletzbarster 	 NOT_verletzbarster 	 NOT_verletzbarster 	1
 (nicht|nichts|kein|keine|keinen) verletzbarstes 	 NOT_verletzbarstes 	 NOT_verletzbarstes 	1
 (nicht|nichts|kein|keine|keinen) verletze 	 NOT_verletze 	 NOT_verletze 	1
 (nicht|nichts|kein|keine|keinen) verletzen 	 NOT_verletzen 	 NOT_verletzen 	1
 (nicht|nichts|kein|keine|keinen) verletzend 	 NOT_verletzend 	 NOT_verletzend 	1
 (nicht|nichts|kein|keine|keinen) verletzer 	 NOT_verletzer 	 NOT_verletzer 	1
 (nicht|nichts|kein|keine|keinen) verletzest 	 NOT_verletzest 	 NOT_verletzest 	1
 (nicht|nichts|kein|keine|keinen) verletzet 	 NOT_verletzet 	 NOT_verletzet 	1
 (nicht|nichts|kein|keine|keinen) verletzlich 	 NOT_verletzlich 	 NOT_verletzlich 	1
 (nicht|nichts|kein|keine|keinen) verletzliche 	 NOT_verletzliche 	 NOT_verletzliche 	1
 (nicht|nichts|kein|keine|keinen) verletzlichem 	 NOT_verletzlichem 	 NOT_verletzlichem 	1
 (nicht|nichts|kein|keine|keinen) verletzlichen 	 NOT_verletzlichen 	 NOT_verletzlichen 	1
 (nicht|nichts|kein|keine|keinen) verletzlicher 	 NOT_verletzlicher 	 NOT_verletzlicher 	1
 (nicht|nichts|kein|keine|keinen) verletzlichere 	 NOT_verletzlichere 	 NOT_verletzlichere 	1
 (nicht|nichts|kein|keine|keinen) verletzlicherem 	 NOT_verletzlicherem 	 NOT_verletzlicherem 	1
 (nicht|nichts|kein|keine|keinen) verletzlicheren 	 NOT_verletzlicheren 	 NOT_verletzlicheren 	1
 (nicht|nichts|kein|keine|keinen) verletzlicherer 	 NOT_verletzlicherer 	 NOT_verletzlicherer 	1
 (nicht|nichts|kein|keine|keinen) verletzlicheres 	 NOT_verletzlicheres 	 NOT_verletzlicheres 	1
 (nicht|nichts|kein|keine|keinen) verletzliches 	 NOT_verletzliches 	 NOT_verletzliches 	1
 (nicht|nichts|kein|keine|keinen) verletzlichst 	 NOT_verletzlichst 	 NOT_verletzlichst 	1
 (nicht|nichts|kein|keine|keinen) verletzlichste 	 NOT_verletzlichste 	 NOT_verletzlichste 	1
 (nicht|nichts|kein|keine|keinen) verletzlichstem 	 NOT_verletzlichstem 	 NOT_verletzlichstem 	1
 (nicht|nichts|kein|keine|keinen) verletzlichsten 	 NOT_verletzlichsten 	 NOT_verletzlichsten 	1
 (nicht|nichts|kein|keine|keinen) verletzlichster 	 NOT_verletzlichster 	 NOT_verletzlichster 	1
 (nicht|nichts|kein|keine|keinen) verletzlichstes 	 NOT_verletzlichstes 	 NOT_verletzlichstes 	1
 (nicht|nichts|kein|keine|keinen) verletzt 	 NOT_verletzt 	 NOT_verletzt 	1
 (nicht|nichts|kein|keine|keinen) verletzte 	 NOT_verletzte 	 NOT_verletzte 	1
 (nicht|nichts|kein|keine|keinen) verletztem 	 NOT_verletztem 	 NOT_verletztem 	1
 (nicht|nichts|kein|keine|keinen) verletzten 	 NOT_verletzten 	 NOT_verletzten 	1
 (nicht|nichts|kein|keine|keinen) verletzter 	 NOT_verletzter 	 NOT_verletzter 	1
 (nicht|nichts|kein|keine|keinen) verletztere 	 NOT_verletztere 	 NOT_verletztere 	1
 (nicht|nichts|kein|keine|keinen) verletzterem 	 NOT_verletzterem 	 NOT_verletzterem 	1
 (nicht|nichts|kein|keine|keinen) verletzteren 	 NOT_verletzteren 	 NOT_verletzteren 	1
 (nicht|nichts|kein|keine|keinen) verletzterer 	 NOT_verletzterer 	 NOT_verletzterer 	1
 (nicht|nichts|kein|keine|keinen) verletzteres 	 NOT_verletzteres 	 NOT_verletzteres 	1
 (nicht|nichts|kein|keine|keinen) verletztes 	 NOT_verletztes 	 NOT_verletztes 	1
 (nicht|nichts|kein|keine|keinen) verletztest 	 NOT_verletztest 	 NOT_verletztest 	1
 (nicht|nichts|kein|keine|keinen) verletzteste 	 NOT_verletzteste 	 NOT_verletzteste 	1
 (nicht|nichts|kein|keine|keinen) verletztestem 	 NOT_verletztestem 	 NOT_verletztestem 	1
 (nicht|nichts|kein|keine|keinen) verletztesten 	 NOT_verletztesten 	 NOT_verletztesten 	1
 (nicht|nichts|kein|keine|keinen) verletztester 	 NOT_verletztester 	 NOT_verletztester 	1
 (nicht|nichts|kein|keine|keinen) verletztestes 	 NOT_verletztestes 	 NOT_verletztestes 	1
 (nicht|nichts|kein|keine|keinen) verletztet 	 NOT_verletztet 	 NOT_verletztet 	1
 (nicht|nichts|kein|keine|keinen) verletzung 	 NOT_verletzung 	 NOT_verletzung 	1
 (nicht|nichts|kein|keine|keinen) verletzungen 	 NOT_verletzungen 	 NOT_verletzungen 	1
 (nicht|nichts|kein|keine|keinen) verleugnen 	 NOT_verleugnen 	 NOT_verleugnen 	1
 (nicht|nichts|kein|keine|keinen) verleugnete 	 NOT_verleugnete 	 NOT_verleugnete 	1
 (nicht|nichts|kein|keine|keinen) verleugnung 	 NOT_verleugnung 	 NOT_verleugnung 	1
 (nicht|nichts|kein|keine|keinen) verleumd 	 NOT_verleumd 	 NOT_verleumd 	1
 (nicht|nichts|kein|keine|keinen) verleumde 	 NOT_verleumde 	 NOT_verleumde 	1
 (nicht|nichts|kein|keine|keinen) verleumden 	 NOT_verleumden 	 NOT_verleumden 	1
 (nicht|nichts|kein|keine|keinen) verleumder 	 NOT_verleumder 	 NOT_verleumder 	1
 (nicht|nichts|kein|keine|keinen) verleumderisch 	 NOT_verleumderisch 	 NOT_verleumderisch 	1
 (nicht|nichts|kein|keine|keinen) verleumdest 	 NOT_verleumdest 	 NOT_verleumdest 	1
 (nicht|nichts|kein|keine|keinen) verleumdet 	 NOT_verleumdet 	 NOT_verleumdet 	1
 (nicht|nichts|kein|keine|keinen) verleumdete 	 NOT_verleumdete 	 NOT_verleumdete 	1
 (nicht|nichts|kein|keine|keinen) verleumdeten 	 NOT_verleumdeten 	 NOT_verleumdeten 	1
 (nicht|nichts|kein|keine|keinen) verleumdetest 	 NOT_verleumdetest 	 NOT_verleumdetest 	1
 (nicht|nichts|kein|keine|keinen) verleumdetet 	 NOT_verleumdetet 	 NOT_verleumdetet 	1
 (nicht|nichts|kein|keine|keinen) verleumdte 	 NOT_verleumdte 	 NOT_verleumdte 	1
 (nicht|nichts|kein|keine|keinen) verleumdten 	 NOT_verleumdten 	 NOT_verleumdten 	1
 (nicht|nichts|kein|keine|keinen) verleumdtest 	 NOT_verleumdtest 	 NOT_verleumdtest 	1
 (nicht|nichts|kein|keine|keinen) verleumdtet 	 NOT_verleumdtet 	 NOT_verleumdtet 	1
 (nicht|nichts|kein|keine|keinen) verleumdung 	 NOT_verleumdung 	 NOT_verleumdung 	1
 (nicht|nichts|kein|keine|keinen) verleumdungen 	 NOT_verleumdungen 	 NOT_verleumdungen 	1
 (nicht|nichts|kein|keine|keinen) verliebt 	 NOT_verliebt 	 NOT_verliebt 	-1
 (nicht|nichts|kein|keine|keinen) verlieren 	 NOT_verlieren 	 NOT_verlieren 	1
 (nicht|nichts|kein|keine|keinen) verlierend 	 NOT_verlierend 	 NOT_verlierend 	1
 (nicht|nichts|kein|keine|keinen) verlierende 	 NOT_verlierende 	 NOT_verlierende 	1
 (nicht|nichts|kein|keine|keinen) verlierer 	 NOT_verlierer 	 NOT_verlierer 	1
 (nicht|nichts|kein|keine|keinen) verlierern 	 NOT_verlierern 	 NOT_verlierern 	1
 (nicht|nichts|kein|keine|keinen) verlierers 	 NOT_verlierers 	 NOT_verlierers 	1
 (nicht|nichts|kein|keine|keinen) verlies 	 NOT_verlies 	 NOT_verlies 	1
 (nicht|nichts|kein|keine|keinen) verlöbnis 	 NOT_verlöbnis 	 NOT_verlöbnis 	-1
 (nicht|nichts|kein|keine|keinen) verlöbnise 	 NOT_verlöbnise 	 NOT_verlöbnise 	-1
 (nicht|nichts|kein|keine|keinen) verlöbnisen 	 NOT_verlöbnisen 	 NOT_verlöbnisen 	-1
 (nicht|nichts|kein|keine|keinen) verlöbnises 	 NOT_verlöbnises 	 NOT_verlöbnises 	-1
 (nicht|nichts|kein|keine|keinen) verlöbniss 	 NOT_verlöbniss 	 NOT_verlöbniss 	-1
 (nicht|nichts|kein|keine|keinen) verlöbnisse 	 NOT_verlöbnisse 	 NOT_verlöbnisse 	-1
 (nicht|nichts|kein|keine|keinen) verlöbnissen 	 NOT_verlöbnissen 	 NOT_verlöbnissen 	-1
 (nicht|nichts|kein|keine|keinen) verlöbnisses 	 NOT_verlöbnisses 	 NOT_verlöbnisses 	-1
 (nicht|nichts|kein|keine|keinen) verlobung 	 NOT_verlobung 	 NOT_verlobung 	-1
 (nicht|nichts|kein|keine|keinen) verlobungen 	 NOT_verlobungen 	 NOT_verlobungen 	-1
 (nicht|nichts|kein|keine|keinen) verlockend 	 NOT_verlockend 	 NOT_verlockend 	-1
 (nicht|nichts|kein|keine|keinen) verlockung 	 NOT_verlockung 	 NOT_verlockung 	-1
 (nicht|nichts|kein|keine|keinen) verlogen 	 NOT_verlogen 	 NOT_verlogen 	1
 (nicht|nichts|kein|keine|keinen) verlogene 	 NOT_verlogene 	 NOT_verlogene 	1
 (nicht|nichts|kein|keine|keinen) verlogenem 	 NOT_verlogenem 	 NOT_verlogenem 	1
 (nicht|nichts|kein|keine|keinen) verlogenen 	 NOT_verlogenen 	 NOT_verlogenen 	1
 (nicht|nichts|kein|keine|keinen) verlogener 	 NOT_verlogener 	 NOT_verlogener 	1
 (nicht|nichts|kein|keine|keinen) verlogenere 	 NOT_verlogenere 	 NOT_verlogenere 	1
 (nicht|nichts|kein|keine|keinen) verlogenerem 	 NOT_verlogenerem 	 NOT_verlogenerem 	1
 (nicht|nichts|kein|keine|keinen) verlogeneren 	 NOT_verlogeneren 	 NOT_verlogeneren 	1
 (nicht|nichts|kein|keine|keinen) verlogenerer 	 NOT_verlogenerer 	 NOT_verlogenerer 	1
 (nicht|nichts|kein|keine|keinen) verlogeneres 	 NOT_verlogeneres 	 NOT_verlogeneres 	1
 (nicht|nichts|kein|keine|keinen) verlogenes 	 NOT_verlogenes 	 NOT_verlogenes 	1
 (nicht|nichts|kein|keine|keinen) verlogenheit 	 NOT_verlogenheit 	 NOT_verlogenheit 	1
 (nicht|nichts|kein|keine|keinen) verlogenst 	 NOT_verlogenst 	 NOT_verlogenst 	1
 (nicht|nichts|kein|keine|keinen) verlogenste 	 NOT_verlogenste 	 NOT_verlogenste 	1
 (nicht|nichts|kein|keine|keinen) verlogenstem 	 NOT_verlogenstem 	 NOT_verlogenstem 	1
 (nicht|nichts|kein|keine|keinen) verlogensten 	 NOT_verlogensten 	 NOT_verlogensten 	1
 (nicht|nichts|kein|keine|keinen) verlogenster 	 NOT_verlogenster 	 NOT_verlogenster 	1
 (nicht|nichts|kein|keine|keinen) verlogenstes 	 NOT_verlogenstes 	 NOT_verlogenstes 	1
 (nicht|nichts|kein|keine|keinen) verlogner 	 NOT_verlogner 	 NOT_verlogner 	1
 (nicht|nichts|kein|keine|keinen) verlognere 	 NOT_verlognere 	 NOT_verlognere 	1
 (nicht|nichts|kein|keine|keinen) verlognerem 	 NOT_verlognerem 	 NOT_verlognerem 	1
 (nicht|nichts|kein|keine|keinen) verlogneren 	 NOT_verlogneren 	 NOT_verlogneren 	1
 (nicht|nichts|kein|keine|keinen) verlognerer 	 NOT_verlognerer 	 NOT_verlognerer 	1
 (nicht|nichts|kein|keine|keinen) verlogneres 	 NOT_verlogneres 	 NOT_verlogneres 	1
 (nicht|nichts|kein|keine|keinen) verloren 	 NOT_verloren 	 NOT_verloren 	1
 (nicht|nichts|kein|keine|keinen) verlust 	 NOT_verlust 	 NOT_verlust 	1
 (nicht|nichts|kein|keine|keinen) vermach 	 NOT_vermach 	 NOT_vermach 	-1
 (nicht|nichts|kein|keine|keinen) vermache 	 NOT_vermache 	 NOT_vermache 	-1
 (nicht|nichts|kein|keine|keinen) vermachen 	 NOT_vermachen 	 NOT_vermachen 	-1
 (nicht|nichts|kein|keine|keinen) vermachest 	 NOT_vermachest 	 NOT_vermachest 	-1
 (nicht|nichts|kein|keine|keinen) vermachet 	 NOT_vermachet 	 NOT_vermachet 	-1
 (nicht|nichts|kein|keine|keinen) vermachst 	 NOT_vermachst 	 NOT_vermachst 	-1
 (nicht|nichts|kein|keine|keinen) vermacht 	 NOT_vermacht 	 NOT_vermacht 	-1
 (nicht|nichts|kein|keine|keinen) vermachte 	 NOT_vermachte 	 NOT_vermachte 	-1
 (nicht|nichts|kein|keine|keinen) vermachten 	 NOT_vermachten 	 NOT_vermachten 	-1
 (nicht|nichts|kein|keine|keinen) vermachtest 	 NOT_vermachtest 	 NOT_vermachtest 	-1
